Facility_BU_ID,MS-DRG,Description,Min_Negotiated_Rate,Max_Negotiated_Rate
66513,495,Local Excision And Removal Of Internal Fixation Devices Except Hip And Femur With MCC,22532.04,79842.19
66513,496,Local Excision And Removal Of Internal Fixation Devices Except Hip And Femur With CC,12310.72,43622.99
66513,497,Local Excision And Removal Of Internal Fixation Devices Except Hip And Femur Without CC/MCC,9043.94,32047.16
66513,498,Local Excision And Removal Of Internal Fixation Devices Of Hip And Femur With CC/MCC,16022.66,56776.23
66513,499,Local Excision And Removal Of Internal Fixation Devices Of Hip And Femur Without CC/MCC,7431.94,26335.05
66513,5,Liver Transplant With MCC Or Intestinal Transplant,63384.46,224602.58
66513,500,Soft Tissue Procedures With MCC,19554.18,69290.16
66513,501,Soft Tissue Procedures With CC,10819,38337.08
66513,502,Soft Tissue Procedures Without CC/MCC,8250.96,29237.24
66513,503,Foot Procedures With MCC,16297.94,57751.68
66513,504,Foot Procedures With CC,10998.18,38972.01
66513,505,Foot Procedures Without CC/MCC,10998.18,38972.01
66513,506,Major Thumb Or Joint Procedures,9149.34,32420.65
66513,507,Major Shoulder Or Elbow Joint Procedures With CC/MCC,12538.26,44429.27
66513,508,Major Shoulder Or Elbow Joint Procedures Without CC/MCC,8766.8,31065.12
66513,509,Arthroscopy,10377.56,36772.84
66513,510,"Shoulder, Elbow Or Forearm Procedures, Except Major Joint Procedures With MCC",16930.34,59992.59
66513,511,"Shoulder, Elbow Or Forearm Procedures, Except Major Joint Procedures With CC",12204.7,43247.31
66513,512,"Shoulder, Elbow Or Forearm Procedures, Except Major Joint Procedures Without CC/MCC",9648.44,34189.21
66513,513,"Hand Or Wrist Procedures, Except Major Thumb Or Joint Procedures With CC/MCC",9665.8,34250.72
66513,514,"Hand Or Wrist Procedures, Except Major Thumb Or Joint Procedures Without CC/MCC",6164.04,21842.25
66513,515,Other Musculoskeletal System And Connective Tissue O.R. Procedures With MCC,19449.4,68918.87
66513,516,Other Musculoskeletal System And Connective Tissue O.R. Procedures With CC,12158.82,43084.73
66513,517,Other Musculoskeletal System And Connective Tissue O.R. Procedures Without CC/MCC,8659.54,30685.05
66513,518,Back And Neck Procedures Except Spinal Fusion With MCC Or Disc Device Or Neurostimulator,22222.66,78745.91
66513,519,Back And Neck Procedures Except Spinal Fusion With CC,12137.74,43010.03
66513,52,Spinal Disorders And Injuries With CC/MCC,11439.62,40536.25
66513,520,Back And Neck Procedures Except Spinal Fusion Without CC/MCC,8787.88,31139.82
66513,521,Hip Replacement With Principal Diagnosis Of Hip Fracture With MCC,18993.08,67301.9
66513,522,Hip Replacement With Principal Diagnosis Of Hip Fracture Without MCC,13572.42,48093.82
66513,53,Spinal Disorders And Injuries Without CC/MCC,7043.82,24959.75
66513,533,Fractures Of Femur With MCC,8758.12,31034.36
66513,534,Fractures Of Femur Without MCC,4889.32,17325.29
66513,535,Fractures Of Hip And Pelvis With MCC,7649.56,27106.19
66513,536,Fractures Of Hip And Pelvis Without MCC,4783.92,16951.8
66513,537,"Sprains, Strains, And Dislocations Of Hip, Pelvis And Thigh With CC/MCC",5785.84,20502.1
66513,538,"Sprains, Strains, And Dislocations Of Hip, Pelvis And Thigh Without CC/MCC",4472.68,15848.92
66513,539,Osteomyelitis With MCC,12035.44,42647.53
66513,54,Nervous System Neoplasms With MCC,8467.96,30006.18
66513,540,Osteomyelitis With CC,8030.86,28457.32
66513,541,Osteomyelitis Without CC/MCC,5211.72,18467.71
66513,542,Pathological Fractures And Musculoskeletal And Connective Tissue Malignancy With MCC,11192.86,39661.85
66513,543,Pathological Fractures And Musculoskeletal And Connective Tissue Malignancy With CC,6468.46,22920.96
66513,544,Pathological Fractures And Musculoskeletal And Connective Tissue Malignancy Without CC/MCC,4812.44,17052.86
66513,545,Connective Tissue Disorders With MCC,15496.9,54913.2
66513,546,Connective Tissue Disorders With CC,7480.92,26508.61
66513,547,Connective Tissue Disorders Without CC/MCC,5164.6,18300.74
66513,548,Septic Arthritis With MCC,12583.52,44589.65
66513,549,Septic Arthritis With CC,7730.78,27393.99
66513,55,Nervous System Neoplasms Without MCC,6469.08,22923.16
66513,550,Septic Arthritis Without CC/MCC,5472.74,19392.63
66513,551,Medical Back Problems With MCC,10063.22,35658.98
66513,552,Medical Back Problems Without MCC,5840.4,20695.43
66513,553,Bone Diseases And Arthropathies With MCC,7863.46,27864.14
66513,554,Bone Diseases And Arthropathies Without MCC,4900.48,17364.83
66513,555,Signs And Symptoms Of Musculoskeletal System And Connective Tissue With MCC,8449.36,29940.27
66513,556,Signs And Symptoms Of Musculoskeletal System And Connective Tissue Without MCC,4999.06,17714.15
66513,557,"Tendonitis, Myositis And Bursitis With MCC",8642.18,30623.53
66513,558,"Tendonitis, Myositis And Bursitis Without MCC",5321.46,18856.57
66513,559,"Aftercare, Musculoskeletal System And Connective Tissue With MCC",11580.98,41037.16
66513,56,Degenerative Nervous System Disorders With MCC,13561.26,48054.27
66513,560,"Aftercare, Musculoskeletal System And Connective Tissue With CC",6673.68,23648.16
66513,561,"Aftercare, Musculoskeletal System And Connective Tissue Without CC/MCC",4904.82,17380.21
66513,562,"Fracture, Sprain, Strain And Dislocation Except Femur, Hip, Pelvis And Thigh With MCC",8729.6,30933.3
66513,563,"Fracture, Sprain, Strain And Dislocation Except Femur, Hip, Pelvis And Thigh Without MCC",5398.96,19131.19
66513,564,Other Musculoskeletal System And Connective Tissue Diagnoses With MCC,9385.56,33257.69
66513,565,Other Musculoskeletal System And Connective Tissue Diagnoses With CC,6239.06,22108.08
66513,566,Other Musculoskeletal System And Connective Tissue Diagnoses Without CC/MCC,4659.3,16510.21
66513,57,Degenerative Nervous System Disorders Without MCC,7838.04,27774.06
66513,570,Skin Debridement With MCC,17585.06,62312.59
66513,571,Skin Debridement With CC,10123.36,35872.09
66513,572,Skin Debridement Without CC/MCC,6836.12,24223.76
66513,573,Skin Graft For Skin Ulcer Or Cellulitis With MCC,34331.26,121652.68
66513,574,Skin Graft For Skin Ulcer Or Cellulitis With CC,20139.46,71364.1
66513,575,Skin Graft For Skin Ulcer Or Cellulitis Without CC/MCC,10921.3,38699.58
66513,576,Skin Graft Except For Skin Ulcer Or Cellulitis With MCC,31315.58,110966.63
66513,577,Skin Graft Except For Skin Ulcer Or Cellulitis With CC,15833.56,56106.16
66513,578,Skin Graft Except For Skin Ulcer Or Cellulitis Without CC/MCC,10110.34,35825.95
66513,579,"Other Skin, Subcutaneous Tissue And Breast Procedures With MCC",18152.36,64322.81
66513,58,Multiple Sclerosis And Cerebellar Ataxia With MCC,10767.54,38154.73
66513,580,"Other Skin, Subcutaneous Tissue And Breast Procedures With CC",9921.86,35158.07
66513,581,"Other Skin, Subcutaneous Tissue And Breast Procedures Without CC/MCC",7763.02,27508.23
66513,582,Mastectomy For Malignancy With CC/MCC,10141.96,35937.99
66513,583,Mastectomy For Malignancy Without CC/MCC,9534.98,33787.16
66513,584,"Breast Biopsy, Local Excision And Other Breast Procedures With CC/MCC",11310.66,40079.28
66513,585,"Breast Biopsy, Local Excision And Other Breast Procedures Without CC/MCC",10766.92,38152.54
66513,59,Multiple Sclerosis And Cerebellar Ataxia With CC,6984.3,24748.84
66513,592,Skin Ulcers With MCC,10457.54,37056.25
66513,593,Skin Ulcers With CC,7048.16,24975.13
66513,594,Skin Ulcers Without CC/MCC,5075.94,17986.57
66513,595,Major Skin Disorders With MCC,12475.02,44205.18
66513,596,Major Skin Disorders Without MCC,6133.04,21732.4
66513,597,Malignant Breast Disorders With MCC,10147.54,35957.77
66513,598,Malignant Breast Disorders With CC,6889.44,24412.7
66513,599,Malignant Breast Disorders Without CC/MCC,4161.44,14746.05
66513,6,Liver Transplant Without MCC,29088.54,103075.12
66513,60,Multiple Sclerosis And Cerebellar Ataxia Without CC/MCC,5676.72,20115.43
66513,600,Non-Malignant Breast Disorders With CC/MCC,6173.34,21875.21
66513,601,Non-Malignant Breast Disorders Without CC/MCC,4263.12,15106.35
66513,602,Cellulitis With MCC,8906.92,31561.64
66513,603,Cellulitis Without MCC,5237.76,18559.98
66513,604,"Trauma To The Skin, Subcutaneous Tissue And Breast With MCC",9246.06,32763.38
66513,605,"Trauma To The Skin, Subcutaneous Tissue And Breast Without MCC",5637.04,19974.83
66513,606,Minor Skin Disorders With MCC,9368.2,33196.18
66513,607,Minor Skin Disorders Without MCC,5118.72,18138.16
66513,61,"Ischemic Stroke, Precerebral OCClusion Or Transient Ischemia With Thrombolytic Agent With MCC",17906.84,63452.82
66513,614,Adrenal And Pituitary Procedures With CC/MCC,14798.16,52437.22
66513,615,Adrenal And Pituitary Procedures Without CC/MCC,9759.42,34582.47
66513,616,"Amputation Of Lower Limb For Endocrine, Nutritional And Metabolic Disorders With MCC",24730.56,87632.64
66513,617,"Amputation Of Lower Limb For Endocrine, Nutritional And Metabolic Disorders With CC",12611.42,44688.52
66513,618,"Amputation Of Lower Limb For Endocrine, Nutritional And Metabolic Disorders Without CC/MCC",8078.6,28626.49
66513,619,O.R. Procedures For Obesity With MCC,16925,67251.37
66513,62,"Ischemic Stroke, Precerebral OCClusion Or Transient Ischemia With Thrombolytic Agent With CC",12320.64,43658.14
66513,620,O.R. Procedures For Obesity With CC,10918.82,38690.79
66513,621,O.R. Procedures For Obesity Without CC/MCC,9897.68,35072.39
66513,622,"Skin Grafts And Wound Debridement For Endocrine, Nutritional And Metabolic Disorders With MCC",22399.36,79372.04
66513,623,"Skin Grafts And Wound Debridement For Endocrine, Nutritional And Metabolic Disorders With CC",11611.98,41147
66513,624,"Skin Grafts And Wound Debridement For Endocrine, Nutritional And Metabolic Disorders Without CC/MCC",6784.66,24041.42
66513,625,"Thyroid, Parathyroid And Thyroglossal Procedures With MCC",17615.44,62420.24
66513,626,"Thyroid, Parathyroid And Thyroglossal Procedures With CC",10244.26,36300.49
66513,627,"Thyroid, Parathyroid And Thyroglossal Procedures Without CC/MCC",7327.16,25963.76
66513,628,"Other Endocrine, Nutritional And Metabolic O.R. Procedures With MCC",22928.22,81246.06
66513,629,"Other Endocrine, Nutritional And Metabolic O.R. Procedures With CC",14550.16,51558.43
66513,63,"Ischemic Stroke, Precerebral OCClusion Or Transient Ischemia With Thrombolytic Agent Without CC/MCC",10601.38,37565.95
66513,630,"Other Endocrine, Nutritional And Metabolic O.R. Procedures Without CC/MCC",8722.78,30909.14
66513,637,Diabetes With MCC,8523.14,30201.71
66513,638,Diabetes With CC,5452.28,19320.13
66513,639,Diabetes Without CC/MCC,3777.66,13386.12
66513,64,Intracranial Hemorrhage Or Cerebral Infarction With MCC,11860.6,42027.99
66513,640,"Miscellaneous Disorders Of Nutrition, Metabolism, Fluids And Electrolytes With MCC",7612.36,26974.37
66513,641,"Miscellaneous Disorders Of Nutrition, Metabolism, Fluids And Electrolytes Without MCC",4668.6,16543.17
66513,642,Inborn And Other Disorders Of Metabolism,7982.5,28285.96
66513,643,Endocrine Disorders With MCC,10312.46,36542.16
66513,644,Endocrine Disorders With CC,6313.46,22371.72
66513,645,Endocrine Disorders Without CC/MCC,4760.36,16868.32
66513,65,Intracranial Hemorrhage Or Cerebral Infarction With CC Or Tpa In 24 Hours,6312.84,22369.52
66513,650,Kidney Transplant With Hemodialysis With MCC,27981.22,99151.34
66513,651,Kidney Transplant With Hemodialysis Without MCC,22900.32,81147.19
66513,652,Kidney Transplant,19727.78,69905.31
66513,653,Major Bladder Procedures With MCC,33785.04,119717.15
66513,654,Major Bladder Procedures With CC,17981.24,63716.45
66513,655,Major Bladder Procedures Without CC/MCC,12896.62,45699.12
66513,656,Kidney And Ureter Procedures For Neoplasm With MCC,20346.54,72097.88
66513,657,Kidney And Ureter Procedures For Neoplasm With CC,11991.42,42491.55
66513,658,Kidney And Ureter Procedures For Neoplasm Without CC/MCC,9790.42,34692.31
66513,659,Kidney And Ureter Procedures For Non-Neoplasm With MCC,16521.76,58544.79
66513,66,Intracranial Hemorrhage Or Cerebral Infarction Without CC/MCC,4407.58,15618.24
66513,660,Kidney And Ureter Procedures For Non-Neoplasm With CC,8949.08,31711.03
66513,661,Kidney And Ureter Procedures For Non-Neoplasm Without CC/MCC,6599.28,23384.52
66513,662,Minor Bladder Procedures With MCC,18164.76,64366.75
66513,663,Minor Bladder Procedures With CC,9888.38,35039.43
66513,664,Minor Bladder Procedures Without CC/MCC,7342.04,26016.49
66513,665,Prostatectomy With MCC,18827.54,66715.31
66513,666,Prostatectomy With CC,10752.66,38102.01
66513,667,Prostatectomy Without CC/MCC,6168.38,21857.63
66513,668,Transurethral Procedures With MCC,17081.62,60528.65
66513,669,Transurethral Procedures With CC,9497.78,33655.35
66513,67,Nonspecific Cva And Precerebral OCClusion Without Infarction With MCC,8832.52,31298
66513,670,Transurethral Procedures Without CC/MCC,6054.3,21453.39
66513,671,Urethral Procedures With CC/MCC,11015.54,39033.52
66513,672,Urethral Procedures Without CC/MCC,7135.58,25284.9
66513,673,Other Kidney And Urinary Tract Procedures With MCC,21471.22,76083.18
66513,674,Other Kidney And Urinary Tract Procedures With CC,14758.48,52296.61
66513,675,Other Kidney And Urinary Tract Procedures Without CC/MCC,10862.4,38490.87
66513,68,Nonspecific Cva And Precerebral OCClusion Without Infarction Without MCC,5509.32,19522.25
66513,682,Renal Failure With MCC,9115.24,32299.82
66513,683,Renal Failure With CC,5444.22,19291.57
66513,684,Renal Failure Without CC/MCC,3766.5,13346.58
66513,686,Kidney And Urinary Tract Neoplasms With MCC,11613.84,41153.6
66513,687,Kidney And Urinary Tract Neoplasms With CC,6496.36,23019.83
66513,688,Kidney And Urinary Tract Neoplasms Without CC/MCC,4248.86,15055.82
66513,689,Kidney And Urinary Tract Infections With MCC,6890.06,24414.9
66513,69,Transient Ischemia Without Thrombolytic,4873.82,17270.36
66513,690,Kidney And Urinary Tract Infections Without MCC,4911.64,17404.38
66513,693,Urinary Stones With MCC,7866.56,27875.12
66513,694,Urinary Stones Without MCC,4521.66,16022.48
66513,695,Kidney And Urinary Tract Signs And Symptoms With MCC,7045.06,24964.14
66513,696,Kidney And Urinary Tract Signs And Symptoms Without MCC,4276.14,15152.48
66513,697,Urethral Stricture,6181.4,21903.77
66513,698,Other Kidney And Urinary Tract Diagnoses With MCC,9961.54,35298.68
66513,699,Other Kidney And Urinary Tract Diagnoses With CC,6356.24,22523.31
66513,7,Lung Transplant,71760.66,254283.61
66513,70,Nonspecific Cerebrovascular Disorders With MCC,10393.68,36829.96
66513,700,Other Kidney And Urinary Tract Diagnoses Without CC/MCC,4617.76,16363.01
66513,707,Major Male Pelvic Procedures With CC/MCC,11907.72,42194.96
66513,708,Major Male Pelvic Procedures Without CC/MCC,9246.68,32765.57
66513,709,Penis Procedures With CC/MCC,14333.78,50791.69
66513,71,Nonspecific Cerebrovascular Disorders With CC,6266.96,22206.95
66513,710,Penis Procedures Without CC/MCC,9919.38,35149.28
66513,711,Testes Procedures With CC/MCC,13207.86,46802
66513,712,Testes Procedures Without CC/MCC,6556.5,23232.93
66513,713,Transurethral Prostatectomy With CC/MCC,9247.92,32769.97
66513,714,Transurethral Prostatectomy Without CC/MCC,5756.7,20398.84
66513,715,Other Male Reproductive System O.R. Procedures For Malignancy With CC/MCC,12517.18,44354.58
66513,716,Other Male Reproductive System O.R. Procedures For Malignancy Without CC/MCC,7914.3,28044.29
66513,717,Other Male Reproductive System O.R. Procedures Except Malignancy With CC/MCC,11150.7,39512.46
66513,718,Other Male Reproductive System O.R. Procedures Except Malignancy Without CC/MCC,7664.44,27158.91
66513,72,Nonspecific Cerebrovascular Disorders Without CC/MCC,4781.44,16943.01
66513,722,"Malignancy, Male Reproductive System With MCC",10595.8,37546.17
66513,723,"Malignancy, Male Reproductive System With CC",6752.42,23927.17
66513,724,"Malignancy, Male Reproductive System Without CC/MCC",4026.28,14267.11
66513,725,Benign Prostatic Hypertrophy With MCC,7947.78,28162.93
66513,726,Benign Prostatic Hypertrophy Without MCC,4608.46,16330.06
66513,727,Inflammation Of The Male Reproductive System With MCC,8792.22,31155.2
66513,728,Inflammation Of The Male Reproductive System Without MCC,4981.7,17652.63
66513,729,Other Male Reproductive System Diagnoses With CC/MCC,6229.76,22075.13
66513,73,Cranial And Peripheral Nerve Disorders With MCC,8986.28,31842.85
66513,730,Other Male Reproductive System Diagnoses Without CC/MCC,3507.34,12428.25
66513,734,"Pelvic Evisceration, Radical Hysterectomy And Radical Vulvectomy With CC/MCC",13781.36,48834.19
66513,735,"Pelvic Evisceration, Radical Hysterectomy And Radical Vulvectomy Without CC/MCC",8763.7,31054.14
66513,736,Uterine And Adnexa Procedures For Ovarian Or Adnexal Malignancy With MCC,26400.84,93551.27
66513,737,Uterine And Adnexa Procedures For Ovarian Or Adnexal Malignancy With CC,12760.84,45217.99
66513,738,Uterine And Adnexa Procedures For Ovarian Or Adnexal Malignancy Without CC/MCC,9154.92,32440.42
66513,739,Uterine And Adnexa Procedures For Non-Ovarian And Non-Adnexal Malignancy With MCC,23694.54,83961.51
66513,74,Cranial And Peripheral Nerve Disorders Without MCC,6314.08,22373.92
66513,740,Uterine And Adnexa Procedures For Non-Ovarian And Non-Adnexal Malignancy With CC,11160,39545.42
66513,741,Uterine And Adnexa Procedures For Non-Ovarian And Non-Adnexal Malignancy Without CC/MCC,7932.9,28110.2
66513,742,Uterine And Adnexa Procedures For Non-Malignancy With CC/MCC,10645.4,37721.93
66513,743,Uterine And Adnexa Procedures For Non-Malignancy Without CC/MCC,7020.26,24876.26
66513,744,"D&C, Conization, Laparoscopy And Tubal Interruption With CC/MCC",11122.8,39413.6
66513,745,"D&C, Conization, Laparoscopy And Tubal Interruption Without CC/MCC",7257.1,25715.5
66513,746,"Vagina, Cervix And Vulva Procedures With CC/MCC",9978.28,35357.99
66513,747,"Vagina, Cervix And Vulva Procedures Without CC/MCC",5815.6,20607.56
66513,748,Female Reproductive System Reconstructive Procedures,8359.46,29621.71
66513,749,Other Female Reproductive System O.R. Procedures With CC/MCC,16785.88,59480.7
66513,75,Viral Meningitis With CC/MCC,10081.2,35722.69
66513,750,Other Female Reproductive System O.R. Procedures Without CC/MCC,9088.58,32205.35
66513,754,"Malignancy, Female Reproductive System With MCC",11290.2,40006.78
66513,755,"Malignancy, Female Reproductive System With CC",6991.12,24773.01
66513,756,"Malignancy, Female Reproductive System Without CC/MCC",5679.82,20126.42
66513,757,"Infections, Female Reproductive System With MCC",9437.02,33440.04
66513,758,"Infections, Female Reproductive System With CC",5995.4,21244.68
66513,759,"Infections, Female Reproductive System Without CC/MCC",4235.84,15009.68
66513,76,Viral Meningitis Without CC/MCC,6081.58,21550.05
66513,760,Menstrual And Other Female Reproductive System Disorders With CC/MCC,5720.12,20269.22
66513,761,Menstrual And Other Female Reproductive System Disorders Without CC/MCC,3658,12962.11
66513,765,Cesarean Section W CC/MCC,7529,8283
66513,766,Cesarean Section W/O CC/MCC,7529,8283
66513,767,Vaginal Delivery W Sterilization &/Or D&C,4909,5398
66513,768,Vaginal Delivery With O.R. Procedures Except Sterilization And/Or D&C,4909,25722.1
66513,769,Postpartum And Post Abortion Diagnoses With O.R. Procedures,10046.48,35599.66
66513,77,Hypertensive Encephalopathy With MCC,9497.78,33655.35
66513,770,"Abortion With D&C, Aspiration Curettage Or Hysterotomy",5506.22,19511.27
66513,774,Vaginal Delivery W Complicating Diagnoses,4909,5398
66513,775,Vaginal Delivery W/O Complicating Diagnoses,4909,5398
66513,776,Postpartum And Post Abortion Diagnoses Without O.R. Procedures,4766.56,16890.29
66513,779,Abortion Without D&C,6450.48,22857.25
66513,78,Hypertensive Encephalopathy With CC,5883.8,20849.22
66513,780,False Labor,1868,2078
66513,783,Cesarean Section With Sterilization With MCC,7529,41142.61
66513,784,Cesarean Section With Sterilization With CC,6788.38,24054.6
66513,785,Cesarean Section With Sterilization Without CC/MCC,5674.86,20108.84
66513,786,Cesarean Section Without Sterilization With MCC,7529,34955.95
66513,787,Cesarean Section Without Sterilization With CC,6588.74,23347.17
66513,788,Cesarean Section Without Sterilization Without CC/MCC,5500.02,19489.3
66513,789,"Neonates, Died Or Transferred To Another Acute Care Facility",1085,37754.89
66513,79,Hypertensive Encephalopathy Without CC/MCC,4506.16,15967.56
66513,790,"Extreme Immaturity Or Respiratory Distress Syndrome, Neonate",1503,124504.35
66513,791,Prematurity With Major Problems,1503,85031.43
66513,792,Prematurity Without Major Problems,1085,51305.78
66513,793,Full Term Neonate With Major Problems,1503,87344.84
66513,794,Neonate With Other Significant Problems,1085,30915.73
66513,795,Normal Newborn,680,4185.22
66513,796,Vaginal Delivery With Sterilization And/Or D&C With MCC,4909,23461.42
66513,797,Vaginal Delivery With Sterilization And/Or D&C With CC,4909,20209.9
66513,798,Vaginal Delivery With Sterilization And/Or D&C Without CC/MCC,4909,18175.51
66513,799,Splenectomy With MCC,31892.18,113009.81
66513,8,Simultaneous Pancreas And Kidney Transplant,33646.16,119225.03
66513,80,Nontraumatic Stupor And Coma With MCC,12970.4,45960.56
66513,800,Splenectomy With CC,18298.68,64841.3
66513,801,Splenectomy Without CC/MCC,10437.7,36985.95
66513,802,Other O.R. Procedures Of The Blood And Blood Forming Organs With MCC,22993.94,81478.93
66513,803,Other O.R. Procedures Of The Blood And Blood Forming Organs With CC,11685.76,41408.44
66513,804,Other O.R. Procedures Of The Blood And Blood Forming Organs Without CC/MCC,8458.04,29971.03
66513,805,Vaginal Delivery Without Sterilization Or D&C With MCC,4909,22558.46
66513,806,Vaginal Delivery Without Sterilization Or D&C With CC,4550.18,16123.54
66513,807,Vaginal Delivery Without Sterilization Or D&C Without CC/MCC,3974.82,14084.76
66513,808,Major Hematological And Immunological Diagnoses Except Sickle Cell Crisis And Coagulation Disorders With MCC,13502.98,47847.76
66513,809,Major Hematological And Immunological Diagnoses Except Sickle Cell Crisis And Coagulation Disorders With CC,7574.54,26840.35
66513,81,Nontraumatic Stupor And Coma Without MCC,4786.4,16960.59
66513,810,Major Hematological And Immunological Diagnoses Except Sickle Cell Crisis And Coagulation Disorders Without CC/MCC,5956.34,21106.27
66513,811,Red Blood Cell Disorders With MCC,8541.12,30265.42
66513,812,Red Blood Cell Disorders Without MCC,5454.14,19326.72
66513,813,Coagulation Disorders,9577.14,33936.56
66513,814,Reticuloendothelial And Immunity Disorders With MCC,11722.96,41540.26
66513,815,Reticuloendothelial And Immunity Disorders With CC,6153.5,21804.9
66513,816,Reticuloendothelial And Immunity Disorders Without CC/MCC,4097.58,14519.76
66513,817,Other Antepartum Diagnoses With O.R. Procedures With MCC,14271.16,50569.8
66513,818,Other Antepartum Diagnoses With O.R. Procedures With CC,8162.3,28923.08
66513,819,Other Antepartum Diagnoses With O.R. Procedures Without CC/MCC,6186.98,21923.54
66513,82,Traumatic Stupor And Coma >1 Hour With MCC,14000.22,49609.72
66513,820,Lymphoma And Leukemia With Major O.R. Procedures With MCC,35261.26,124948.13
66513,821,Lymphoma And Leukemia With Major O.R. Procedures With CC,13361.62,47346.85
66513,822,Lymphoma And Leukemia With Major O.R. Procedures Without CC/MCC,7759.92,27497.25
66513,823,Lymphoma And Non-Acute Leukemia With Other Procedures With MCC,27882.02,98799.83
66513,824,Lymphoma And Non-Acute Leukemia With Other Procedures With CC,14648.74,51907.75
66513,825,Lymphoma And Non-Acute Leukemia With Other Procedures Without CC/MCC,8684.34,30772.92
66513,826,Myeloproliferative Disorders Or Poorly Differentiated Neoplasms With Major O.R. Procedures With MCC,31228.16,110656.86
66513,827,Myeloproliferative Disorders Or Poorly Differentiated Neoplasms With Major O.R. Procedures With CC,15485.12,54871.46
66513,828,Myeloproliferative Disorders Or Poorly Differentiated Neoplasms With Major O.R. Procedures Without CC/MCC,10401.74,36858.52
66513,829,Myeloproliferative Disorders Or Poorly Differentiated Neoplasms With Other Procedures With CC/MCC,19875.34,70428.19
66513,83,Traumatic Stupor And Coma >1 Hour With CC,8318.54,29476.71
66513,830,Myeloproliferative Disorders Or Poorly Differentiated Neoplasms With Other Procedures Without CC/MCC,9154.3,32438.23
66513,831,Other Antepartum Diagnoses Without O.R. Procedures With MCC,6950.82,24630.2
66513,832,Other Antepartum Diagnoses Without O.R. Procedures With CC,4834.76,17131.95
66513,833,Other Antepartum Diagnoses Without O.R. Procedures Without CC/MCC,3323.2,11775.75
66513,834,Acute Leukemia Without Major O.R. Procedures With MCC,37510.62,132918.73
66513,835,Acute Leukemia Without Major O.R. Procedures With CC,13104.94,46437.3
66513,836,Acute Leukemia Without Major O.R. Procedures Without CC/MCC,7251.52,25695.73
66513,837,Chemotherapy With Acute Leukemia As Secondary Diagnosis Or With High Dose Chemotherapy Agent With MCC,35335.04,125209.57
66513,838,Chemotherapy With Acute Leukemia As Secondary Diagnosis With CC Or High Dose Chemotherapy Agent,14004.56,49625.1
66513,839,Chemotherapy With Acute Leukemia As Secondary Diagnosis Without CC/MCC,9215.06,32653.53
66513,84,Traumatic Stupor And Coma >1 Hour Without CC/MCC,5606.04,19864.98
66513,840,Lymphoma And Non-Acute Leukemia With MCC,19937.34,70647.88
66513,841,Lymphoma And Non-Acute Leukemia With CC,10048.96,35608.45
66513,842,Lymphoma And Non-Acute Leukemia Without CC/MCC,6790.86,24063.39
66513,843,Other Myeloproliferative Disorders Or Poorly Differentiated Neoplastic Diagnoses With MCC,11797.98,41806.09
66513,844,Other Myeloproliferative Disorders Or Poorly Differentiated Neoplastic Diagnoses With CC,7319.1,25935.2
66513,845,Other Myeloproliferative Disorders Or Poorly Differentiated Neoplastic Diagnoses Without CC/MCC,5253.88,18617.1
66513,846,Chemotherapy Without Acute Leukemia As Secondary Diagnosis With MCC,16553.38,58656.84
66513,847,Chemotherapy Without Acute Leukemia As Secondary Diagnosis With CC,8278.24,29333.91
66513,848,Chemotherapy Without Acute Leukemia As Secondary Diagnosis Without CC/MCC,6379.8,22606.8
66513,849,Radiotherapy,15422.5,54649.57
66513,85,Traumatic Stupor And Coma <1 Hour With MCC,14299.68,50670.86
66513,853,Infectious And Parasitic Diseases With O.R. Procedures With MCC,30656.52,108631.26
66513,854,Infectious And Parasitic Diseases With O.R. Procedures With CC,12985.28,46013.29
66513,855,Infectious And Parasitic Diseases With O.R. Procedures Without CC/MCC,9269,32844.66
66513,856,Postoperative Or Post-Traumatic Infections With O.R. Procedures With MCC,28183.34,99867.55
66513,857,Postoperative Or Post-Traumatic Infections With O.R. Procedures With CC,12615.14,44701.7
66513,858,Postoperative Or Post-Traumatic Infections With O.R. Procedures Without CC/MCC,8360.08,29623.91
66513,86,Traumatic Stupor And Coma <1 Hour With CC,7891.98,27965.2
66513,862,Postoperative And Post-Traumatic Infections With MCC,11648.56,41276.63
66513,863,Postoperative And Post-Traumatic Infections Without MCC,6059.88,21473.16
66513,864,Fever And Inflammatory Conditions,5425,19223.47
66513,865,Viral Illness With MCC,9169.18,32490.95
66513,866,Viral Illness Without MCC,5190.64,18393.01
66513,867,Other Infectious And Parasitic Diseases Diagnoses With MCC,13822.9,48981.39
66513,868,Other Infectious And Parasitic Diseases Diagnoses With CC,6562.08,23252.7
66513,869,Other Infectious And Parasitic Diseases Diagnoses Without CC/MCC,4501.2,15949.98
66513,87,Traumatic Stupor And Coma <1 Hour Without CC/MCC,5348.12,18951.04
66513,870,Septicemia Or Severe Sepsis With Mv >96 Hours,39833.76,141150.77
66513,871,Septicemia Or Severe Sepsis Without Mv >96 Hours With MCC,11582.84,41043.75
66513,872,Septicemia Or Severe Sepsis Without Mv >96 Hours Without MCC,6333.92,22444.22
66513,876,O.R. Procedures With Principal Diagnosis Of Mental Illness,20220.06,71649.7
66513,88,Concussion With MCC,9047.66,32060.35
66513,880,Acute Adjustment Reaction And Psychosocial Dysfunction,5354.32,18973.01
66513,881,Depressive Neuroses,4968.68,17606.5
66513,882,Neuroses Except Depressive,5102.6,18081.04
