npi	city	state	zip	count	average_payment	year
1184684573	EASTON	PA	180458344	85	274.09670588	2014
1184686164	SOMERS POINT	NJ	082442108	124	321.1441	2014
1184688491	LAS VEGAS	NV	891232839	45	57.859777778	2014
1184689010	UNIVERSITY PARK	TX	752055650	112	278.01770045499995	2014
1184689416	SCOTTSDALE	AZ	852585557	91	56.095833333499996	2014
1184690570	MARION	IL	629595841	568	198.600843225	2014
1184691933	HOUSTON	TX	770703400	119	54.6712715515	2014
1184695538	LUBBOCK	TX	794101229	12	55.76	2014
1184696239	PHOENIX	AZ	850044633	17	56.63	2014
1184699936	CHATTANOOGA	TN	374043239	12	60.29	2014
1184703332	RALEIGH	NC	276177869	140	73.6330635005	2014
1184703845	SEATTLE	WA	98122	38	53.366578947	2014
1184714412	GREENVILLE	KY	423451124	19	53.67	2014
1184718447	FULLERTON	CA	928353813	113	87.98871352750001	2014
1184719015	GREENBRAE	CA	949041702	19	60.418421053	2014
1184720930	EDISON	NJ	088203970	117	78.824338914	2014
1184737033	KANSAS CITY	MO	641144673	69	54.687536232	2014
1184744872	WAUSAU	WI	544016312	46	53.284590643	2014
1184745465	SARASOTA	FL	342331207	77	56.79703125	2014
1184746380	GLENDALE	CA	912042530	61	65.195409836	2014
1184746968	BURBANK	CA	915054809	121	57.894358974499994	2014
1184749673	WAYNE	NJ	074705069	374	329.46581818000004	2014
1184767048	LOUISVILLE	KY	402224904	564	65.1418989855	2014
1184783375	CHERRY HILL	NJ	080033736	91	61.269999999999996	2014
1184784209	WEST BLOOMFIELD	MI	483223651	149	230.82932886	2014
1184786386	FORT GORDON	GA	309055650	16	59.74	2014
1184792251	CHICAGO	IL	606123833	236	60.1064578755	2014
1184802647	GREAT FALLS	MT	594055161	39	57.43	2014
1184803330	BLACKSBURG	VA	240607006	23	76.184347826	2014
1184804411	WINSTON SALEM	NC	271570001	100	78.46383356749999	2014
1184810707	LOS ANGELES	CA	900246970	16	62.4	2014
1184814303	FLINT	MI	485323615	173	84.698786127	2014
1184822264	ERIE	PA	165500002	18	52.369444444	2014
1184823197	OKLAHOMA CITY	OK	731147408	22	53.54	2014
1184823650	MARIETTA	GA	300678665	21	78.52	2014
1184828774	HOUSTON	TX	770772547	29	81.530344828	2014
1184829236	HOMESTEAD	FL	330337600	24	64.56	2014
1184832362	CANTON	MI	481871310	101	73.55783365799999	2014
1184833667	STERLING HEIGHTS	MI	483105110	212	45.460612076000004	2014
1184834194	DETROIT	MI	482012018	122	54.209526942	2014
1184840290	COLUMBUS	OH	432143937	32	53.4953125	2014
1184848210	SAN JUAN	PR	009183511	35	66.572285714	2014
1184850505	WILLIAMSVILLE	NY	142215263	53	79.686862745	2014
1184853152	MARION	IL	629595800	11	55.79	2014
1184856692	TALLAHASSEE	FL	323085429	23	53.269565217	2014
1184864563	PUEBLO	CO	810081667	21	51.69	2014
1184866303	INDIANAPOLIS	IN	462565630	12	54.35	2014
1184870255	OAK PARK HEIGHTS	MN	550822177	70	53.461428571	2014
1184877219	ROCKWALL	TX	75032	157	283.570926955	2014
1184879710	REYNOLDSBURG	OH	430685207	17	54.003529412	2014
1184885568	TUCSON	AZ	857126305	21	56.63	2014
1184887663	JACKSON	MS	392164500	19	52.423684211	2014
1184894313	NOCONA	TX	762553616	54	53.716481481	2014
1184900102	HACKENSACK	NJ	076016319	61	328.34360656	2014
1184916009	ROANOKE	VA	240164955	81	80.02114838700001	2014
1184937468	GRASS VALLEY	CA	959455089	59	312.31008158500003	2014
1184945305	WEST ISLIP	NY	117954927	152	65.995	2014
1184948283	CLOVIS	CA	936126800	13	58.68	2014
1184951220	LITTLE ROCK	AR	72205	19	41.71	2014
1184987737	RALEIGH	NC	27612	142	277.00795775	2014
1184991978	CHICAGO	IL	606254720	37	58.40972973	2014
1184996530	DETROIT	MI	482012018	58	55.0443589745	2014
1194704411	COLUMBIA	TN	38401	100	57.705524948	2014
1194704569	SACRAMENTO	CA	958171460	29	56.656551724	2014
1194705871	SHREVEPORT	LA	711055347	32	52.6903125	2014
1194705905	AVENTURA	FL	331801204	27	91.734444444	2014
1194707166	EASTON	MD	216012913	78	56.870128205	2014
1194709550	CULLMAN	AL	350580000	270	50.7054146635	2014
1194710806	NORTH SYRACUSE	NY	13212	119	52.0851445745	2014
1194712158	KENNESAW	GA	301443012	15	58.24	2014
1194713537	COLLEGE STATION	TX	778458306	76	80.372213115	2014
1194715227	OCALA	FL	344743392	20	82.061	2014
1194715938	ALBUQUERQUE	NM	871094327	52	50.109230769	2014
1194716191	UNION	NJ	070836950	40	296.02075	2014
1194716829	WESTWOOD	MA	020902329	366	57.3852251135	2014
1194719252	MEADVILLE	PA	163352945	40	55.45	2014
1194719310	MALONE	NY	129531220	37	51.932432432	2014
1194721753	GLEN BURNIE	MD	210615577	225	60.249567831	2014
1194722512	JACKSONVILLE	FL	32244	184	55.1200686535	2014
1194723114	SALT LAKE CITY	UT	841241300	14	55.61	2014
1194723973	PUYALLUP	WA	983723771	126	54.472121212000005	2014
1194723981	GREENWOOD VILLAGE	CO	801112146	68	203.540723445	2014
1194725424	SARTELL	MN	563772554	25	54.6204	2014
1194727701	LEXINGTON	KY	405091827	204	50.113018105500004	2014
1194727883	LAKEWOOD	WA	984998000	41	309.52365854	2014
1194729590	DURANGO	CO	81301	78	278.17627038	2014
1194731331	NEW ROCHELLE	NY	10802	314	61.343644341499996	2014
1194732404	LODI	CA	95242	14	58.68	2014
1194741967	KALISPELL	MT	599013129	11	54.648181818	2014
1194745299	EAST SYRACUSE	NY	130579717	33	51.376363636	2014
1194746321	ATLANTA	GA	303425000	213	279.212186615	2014
1194747675	WINSTON SALEM	NC	271570001	139	74.8380995935	2014
1194751024	LAWRENCEVILLE	GA	300446216	26	85.78	2014
1194752527	WALNUT CREEK	CA	945983122	21	63.25	2014
1194753392	MOBILE	AL	366086705	22	44.823636364	2014
1194753996	ARLINGTON	TX	760151629	199	54.9226023875	2014
1194756411	FORT WAYNE	IN	468251609	182	80.13001138133333	2014
1194758938	SAINT LOUIS	MO	631282106	61	65.9733783785	2014
1194765354	NEWPORT BEACH	CA	926634162	17	62.49	2014
1194770115	WEST COLUMBIA	SC	291693201	66	75.45137931049999	2014
1194770164	TACOMA	WA	984051953	87	64.85975438599999	2014
1194771741	CHICAGO	IL	606112908	256	60.150795148499995	2014
1194774034	WOODLAND HILLS	CA	913641108	14	31.124285714	2014
1194774059	EVANSVILLE	IN	477470001	40	53.1885	2014
1194774117	NOVI	MI	483741213	404	80.356502231	2014
1194778852	EUSTIS	FL	327266591	464	80.52703202000001	2014
1194779462	MURFREESBORO	TN	371292567	19	60.29	2014
1194779736	GRINNELL	IA	501121898	119	50.871813725500004	2014
1194781070	SANDY SPRINGS	GA	303286141	18	53.946666667	2014
1194782243	WHEATON	MD	209021979	716	61.3865326325	2014
1194785915	NORMAN	OK	730722202	239	63.928441770999996	2014
1194787812	MARGATE	FL	330635715	31	44.550967742	2014
1194787838	TAMPA	FL	336147152	60	72.9394117645	2014
1194788182	MIAMI	FL	331762303	20	282.4875	2014
1194790592	ERIE	PA	165071420	38	245.38973684	2014
1194790956	MANHATTAN	KS	66502	31	54.35	2014
1194791608	TULSA	OK	741321827	117	56.015345679	2014
1194792697	SHEFFIELD	AL	356606334	72	46.617222222	2014
1194792838	GREENFIELD	WI	532212059	233	50.063858385	2014
1194794115	NEWTON	MA	024621650	277	75.714	2014
1194795385	FLAGSTAFF	AZ	860013253	110	70.113755468	2014
1194795575	COVINGTON	LA	704334960	17	51.937058824	2014
1194796219	FREDERICK	MD	217024348	188	56.998191489	2014
1194796821	COOPERSTOWN	NY	133261394	54	43.327592593	2014
1194798819	SAYRE	PA	188401625	47	44.280851064	2014
1194799056	MACON	GA	312104854	45	72.2313932805	2014
1194807115	HUNTINGTON BEACH	CA	926477101	118	77.9436021505	2014
1194810887	DURHAM	NC	277042121	77	44.124675325	2014
1194813840	WISCONSIN RAPIDS	WI	544941906	76	267.37526316	2014
1194818484	BEACHWOOD	OH	44122	40	54.249	2014
1194819045	BILOXI	MS	395314402	75	51.975505853	2014
1194819516	SOUTHBRIDGE	MA	015504051	33	58.14	2014
1194820084	MEDFORD	OR	97504	75	76.510933333	2014
1194821264	LITTLE ROCK	AR	722057202	16	58.63	2014
1194821785	VENICE	FL	342853209	20	64.56	2014
1194827998	VENTURA	CA	930036151	25	70.5164	2014
1194829556	CORAL SPRINGS	FL	33071	76	58.301184211	2014
1194832451	WAUSAU	WI	544014129	25	52.536	2014
1194833012	VINCENNES	IN	475911038	108	53.992777778	2014
1194836676	RALEIGH	NC	276073369	119	50.8164195405	2014
1194846394	NAPLES	FL	341090447	83	87.898192771	2014
1194862656	STERLING HEIGHTS	MI	483105110	477	227.95996795	2014
1194876979	TACOMA	WA	984051702	43	52.539534884	2014
1194887281	FLUSHING	NY	113553782	226	98.5188884615	2014
1194887760	SAN FRANCISCO	CA	941171016	70	68.489857143	2014
1194911727	WHITE OAK	PA	151311642	113	80.251858407	2014
1194914614	METAIRIE	LA	700062921	61	55.870819672	2014
1194920330	NEW YORK	NY	100214823	16	64.505	2014
1194924068	BLOOMINGTON	MN	554371111	17	47.26	2014
1194928283	TULSA	OK	741321823	114	72.2165121485	2014
1194928846	PHOENIX	AZ	850062621	17	55.558823529	2014
1194929729	MESA	AZ	852106889	73	78.531506849	2014
1194935577	CHERRY HILL	NJ	080032024	175	292.389532315	2014
1194938738	BERWICK	PA	186031612	37	76.053243243	2014
1194942219	KANSAS CITY	KS	661600001	77	51.2864666665	2014
1194951194	LONG BEACH	CA	908061530	72	97.0840526315	2014
1194955658	ZANESVILLE	OH	437011762	12	53.321666667	2014
1194961136	SYRACUSE	NY	132102306	41	68.4256666665	2014
1194966051	SANTA ANA	CA	927054079	48	320.75	2014
1194976357	FISHERSVILLE	VA	229392332	81	52.473150000000004	2014
1194976860	WICHITA	KS	672063405	30	53.992333333	2014
1194994681	SAN ANTONIO	TX	78229	44	77.486818182	2014
1194997643	METHUEN	MA	018444597	11	64.62	2014
1194998070	INDIANAPOLIS	IN	462601902	80	56.846063830000006	2014
1194999631	CLEVELAND	OH	441950001	33	61.49	2014
1205002144	BOSTON	MA	021156110	138	59.0859016395	2014
1205008273	INDIANAPOLIS	IN	462021239	31	49.969354839	2014
1205010030	BOSTON	MA	021142621	77	58.210357142999996	2014
1205019940	CHATTANOOGA	TN	37421	123	47.2434375	2014
1205030731	SIOUX CITY	IA	511043796	343	271.39011324	2014
1205032984	RALEIGH	NC	276177869	89	80.681076923	2014
1205042165	PALO ALTO	CA	943012302	22	66.01	2014
1205058294	ST GEORGE	UT	847904498	306	76.7932655415	2014
1205078987	PADUCAH	KY	42002	90	77.538888889	2014
1205080181	EUGENE	OR	974017918	77	309.95286935499996	2014
1205090818	PITTSBURGH	PA	152133215	22	51.398181818	2014
1205099538	HARRISBURG	PA	171101904	82	53.5009055425	2014
1205151750	PORT CHARLOTTE	FL	339481018	36	84.68	2014
1205188372	AMARILLO	TX	791241602	20	50.6255	2014
1205195716	LANCASTER	CA	935349823	44	250.38	2014
1205267341	SAN ANTONIO	TX	782514614	44	264.623791665	2014
1205800091	BERKELEY HEIGHTS	NJ	079222104	16	58.63125	2014
1205800117	OSAGE BEACH	MO	650653050	734	50.7281258645	2014
1205801917	SPENCER	IA	513014342	37	49.937297297	2014
1205807971	PHOENIX	AZ	850231264	20	81.358	2014
1205811544	MT PLEASANT	SC	294644183	1157	52.6937549955	2014
1205812682	MEMPHIS	TN	381208300	124	51.109055045999995	2014
1205814803	ST GEORGE	UT	84790	442	79.17340389	2014
1205815644	ROCHESTER	MN	559050001	18	46.942222222	2014
1205816618	FORT WORTH	TX	761042224	11	56.29	2014
1205817525	PADUCAH	KY	420038041	1516	41.5389427785	2014
1205818549	SALISBURY	MD	218015422	77	91.88015873	2014
1205819588	SCOTTSDALE	AZ	852595404	44	51.183409091	2014
1205820271	LOUISVILLE	KY	402074605	106	53.87331521749999	2014
1205822285	SANTA MARIA	CA	934545906	12	58.68	2014
1205824026	DOYLESTOWN	PA	189012554	24	60.31	2014
1205824836	GURNEE	IL	600315918	489	79.99461880866667	2014
1205825338	SAVANNAH	GA	314055810	229	54.3044102565	2014
1205826377	ROCKVILLE	MD	208522737	107	61.4411248045	2014
1205827904	MERIDIAN	ID	836426351	30	50.372	2014
1205831849	WYOMISSING	PA	196103203	593	251.88023960499999	2014
1205835253	TOLEDO	OH	43608	42	54.414761905	2014
1205837374	BOGART	GA	30622	193	78.87325552033333	2014
1205839487	PENSACOLA	FL	325048633	531	252.084598045	2014
1205843323	BLOOMINGTON	IN	474034221	12	61.03	2014
1205850641	GLENDALE	CA	912031916	34	92.448529412	2014
1205854247	LA JOLLA	CA	920371300	127	55.6311004965	2014
1205854262	NEW YORK	NY	100214099	18	42.059444444	2014
1205854403	ROCHESTER	NY	146420001	19	54.9	2014
1205855939	HIGH POINT	NC	272627299	25	70.82	2014
1205856267	HELENA	MT	596014915	64	76.92	2014
1205857901	DAKOTA DUNES	SD	570495007	226	52.691521739	2014
1205858495	BERLIN	VT	056029516	22	53.616818182	2014
1205860533	WILLIAMSBURG	VA	231852505	471	54.0627990535	2014
1205862075	SEWELL	NJ	080801854	118	73.00986628525	2014
1205862869	WINCHESTER	VA	226013300	35	79.954285714	2014
1205872959	HASTINGS	MI	490589616	132	69.498555595	2014
1205875283	EAST BRUNSWICK	NJ	088165849	39	290.314478605	2014
1205876513	FLINT	MI	485323636	104	81.284954305	2014
1205878469	KIRKLAND	WA	980343051	83	92.268478261	2014
1205878568	LAGUNA HILLS	CA	926534342	300	62.2259960935	2014
1205879558	WINSTON-SALEM	NC	271036983	30	68.84	2014
1205885910	SAN ANGELO	TX	769039314	89	51.992022472	2014
1205886819	BLOOMINGTON	MN	554371111	13	78.152307692	2014
1205887510	NORFOLK	NE	687014424	48	52.531875	2014
1205888369	DOYLESTOWN	PA	189012250	359	75.793036762	2014
1205888765	BEAUFORT	SC	299026900	91	76.925054945	2014
1205889110	COOS BAY	OR	97420	55	310.48447010999996	2014
1205894680	ORLANDO	FL	328061226	575	79.393459277	2014
1205897956	ELKIN	NC	286212237	198	49.4980016445	2014
1205899671	COEUR D ALENE	ID	838143444	12	59.31	2014
1205906781	SANTA MONICA	CA	904042102	132	61.82	2014
1205908340	TACOMA	WA	984053933	168	52.3626633	2014
1205911518	MEMPHIS	TN	381195215	390	76.096148325	2014
1205911716	MERCED	CA	953408221	778	329.574813135	2014
1205912128	CAMDEN	NJ	081031461	24	59.45	2014
1205922390	DALLAS	TX	752042102	40	63.634074074	2014
1205929635	GARDEN GROVE	CA	928441643	166	73.9132491965	2014
1205930708	CARTERSVILLE	GA	301218005	29	55.031034483	2014
1205933678	MIAMI	FL	33134	28	38.0425	2014
1205934262	WALNUT CREEK	CA	945982444	71	61.717042254	2014
1205936770	GAINESVILLE	FL	326054269	33	84.68	2014
1205938628	SAN DIEGO	CA	921231810	28	58.68	2014
1205940830	BEND	OR	977023599	18	73.591111111	2014
1205940855	TINLEY PARK	IL	604771653	140	88.917461812	2014
1205943156	NEW ALBANY	OH	430549291	118	55.168474576	2014
1205944493	CINCINNATI	OH	452192364	115	70.0074444445	2014
1205945243	TEMPLE TERRACE	FL	33637	159	270.26347411999996	2014
1205949245	TULSA	OK	741334347	62	250.569713515	2014
1205949914	NEWNAN	GA	302655631	103	53.5577058825	2014
1205953247	BERKELEY	CA	947051192	63	62.246031746	2014
1205972429	JACKSON	MS	39202	24	53.3	2014
1205973146	QUINCY	IL	623012834	28	51.444642857	2014
1205981867	BALTIMORE	MD	212374329	179	80.995625545	2014
1205982998	MONTGOMERY	AL	361162458	752	69.096280607	2014
1205985942	SAN MARCOS	TX	786667546	37	79.619459459	2014
1205989605	NORTON SHORES	MI	494414469	253	53.384033299	2014
1205996501	WEST HILLS	CA	913071907	259	60.390909091	2014
1215000468	MT PLEASANT	SC	294644183	522	53.684325551	2014
1215017389	STOCKBRIDGE	GA	302815047	114	83.1040236485	2014
1215019625	ONTARIO	CA	917621103	98	309.50795918	2014
1215021696	PORTALES	NM	881309347	135	52.211089232	2014
1215025010	FORT MYERS	FL	339198759	66	272.37454545	2014
1215028204	TULSA	OK	741045245	136	61.78754629633333	2014
1215034491	CELINA	OH	458221909	21	52.664761905	2014
1215048020	RALEIGH	NC	276077505	19	49.031578947	2014
1215050455	NEW YORK	NY	100214964	26	96.8	2014
1215056239	MINNEAPOLIS	MN	554333046	206	299.51950531333335	2014
1215058284	LITTLE ROCK	AR	722113335	13	58.63	2014
1215058607	WEST LINN	OR	970684657	25	87.04	2014
1215075908	NEW YORK	NY	100033314	27	94.145555556	2014
1215078647	SANTA ROSA	CA	954014653	213	52.209162088	2014
1215091087	CORPUS CHRISTI	TX	784111723	383	260.24633059	2014
1215111869	FOUNTAIN VALLEY	CA	927084019	104	251.76736264	2014
1215129358	BOSTON	MA	021156110	13	62.135384615	2014
1215131610	DENTON	TX	762015146	121	54.182370915	2014
1215132717	LEWISTON	ME	042407637	96	75.894375	2014
1215134564	HACKETTSTOWN	NJ	07840	125	277.818	2014
1215136403	ELIZABETHTOWN	KY	42701	11	53.67	2014
1215140215	BOSTON	MA	021352907	72	58.7284375	2014
1215144555	BETHLEHEM	PA	180177307	16	45.05125	2014
1215148630	VAN NUYS	CA	914054542	21	53.136190476	2014
1215156542	GREENFIELD	WI	532212057	20	53.126	2014
1215162979	OKLAHOMA CITY	OK	731045420	12	59.53	2014
1215169271	CHICAGO	IL	606071615	31	66.25	2014
1215184247	BALTIMORE	MD	212155344	124	55.4077941175	2014
1215185335	PIKESVILLE	MD	212086391	75	277.3125	2014
1215192588	CORINTH	MS	388349321	18	70.805	2014
1215197660	IOWA CITY	IA	522421009	25	49.3092	2014
1215199609	CLEARWATER	FL	337653305	142	55.0352196275	2014
1215204128	STOCKBRIDGE	GA	302817343	219	282.13562893	2014
1215227194	WEST MIFFLIN	PA	151222475	30	256.94066667	2014
1215254792	DESOTO	TX	751152306	12	85.99	2014
1215263355	BEVERLY HILLS	CA	902121830	19	325.19	2014
1215275227	ATLANTA	GA	30309	59	282.18	2014
1215903695	SIOUX FALLS	SD	571050401	130	52.8888207545	2014
1215904131	LINCOLN	NE	685102404	62	273.45129032	2014
1215904487	JACKSON	TN	383013902	22	53.61	2014
1215913611	SHREVEPORT	LA	711034228	18	60.39	2014
1215914924	DALLAS	TX	752406524	198	44.2548465175	2014
1215915327	DORCHESTER	MA	021245615	172	69.98707020466667	2014
1215916192	DOTHAN	AL	36301	12	53.3	2014
1215918685	MINNEAPOLIS	MN	55455	16	61.37	2014
1215919485	WESLEY CHAPEL	FL	335447353	16	80.784375	2014
1215919980	BALTIMORE	MD	212182829	242	58.150358852	2014
1215922935	SAN CARLOS	CA	940705233	23	101.46304348	2014
1215923735	ROXBURY CROSSING	MA	021202847	273	65.8370054945	2014
1215924154	FORT MYERS	FL	339195119	290	58.5137948495	2014
1215924196	NORTH BERGEN	NJ	070476217	18	62.54	2014
1215924410	BLOOMINGTON	IL	617017107	51	79.34875	2014
1215927389	FALL RIVER	MA	027211733	319	53.12299119950001	2014
1215927959	LEBANON	PA	170426111	60	55.573875	2014
1215928189	NAPLES	FL	341081931	717	58.840503491	2014
1215930078	GREENBRAE	CA	949042305	86	382.25418315	2014
1215930862	TEMPE	AZ	852821751	42	80.657142857	2014
1215931142	SYRACUSE	NY	132152265	45	54.9	2014
1215932447	HUNTINGTON STATION	NY	117463640	25	65.25	2014
1215935663	CHICAGO	IL	606575640	39	85.391538462	2014
1215936208	BAY CITY	MI	48708	97	77.49124074049999	2014
1215937941	FALL RIVER	MA	027206009	129	56.538294574	2014
1215940663	SPRINGFIELD	OH	455021312	25	55.64	2014
1215941042	HERSHEY	PA	170332360	23	54.34	2014
1215943949	CARROLLTON	TX	750104635	16	72.671875	2014
1215946538	AIKEN	SC	298016837	45	67.2462037035	2014
1215949920	OMAHA	NE	68114	11	53.32	2014
1215950829	LONG BEACH	CA	908061651	395	66.8688026735	2014
1215954169	WINTER HAVEN	FL	338803054	113	59.581	2014
1215958251	PASADENA	CA	911053010	65	58.851384615	2014
1215960992	HOFFMAN ESTATES	IL	60169	35	244.82171429	2014
1215963038	BALA CYNWYD	PA	190041501	15	89.066666667	2014
1215963202	CROWN POINT	IN	463077106	172	52.002862357	2014
1215965090	INDIANAPOLIS	IN	462563979	69	44.2248076925	2014
1215965322	VAN NUYS	CA	914054542	33	67.65	2014
1215966577	ST AUGUSTINE	FL	320803108	21	86.17	2014
1215967070	INDIANAPOLIS	IN	462021239	40	40.091	2014
1215968995	WESLACO	TX	785965096	300	69.60286953233333	2014
1215976527	GOODLETTSVILLE	TN	370723132	53	53.61	2014
1215981113	ENGLEWOOD	CO	801132512	48	295.79916667	2014
1215981345	FALMOUTH	MA	025402503	29	56.527241379	2014
1215987938	JOHNSON CITY	TN	376044007	251	50.2270235295	2014
1215990304	BAKERSFIELD	CA	93311	262	55.8817021455	2014
1215990445	EL DORADO HILLS	CA	957629631	342	88.635965556	2014
1215991302	SAN DIEGO	CA	921032231	119	76.5024515845	2014
1215993357	SPARTANBURG	SC	293033040	16	54.12	2014
1215996756	MADISON	WI	53792	13	54.98	2014
1215997168	EDINA	MN	55439	15	83.494666667	2014
1215997317	ROCHESTER HILLS	MI	483074575	173	44.942615894	2014
1215997929	HARRISBURG	PA	17109	1294	275.63411545500003	2014
1225000649	BATON ROUGE	LA	708084300	93	53.663214285500004	2014
1225002660	KANSAS CITY	MO	641144855	121	67.998245614	2014
1225005366	ROCHESTER	NY	146243035	58	74.384137931	2014
1225006752	PEORIA	IL	616142085	140	74.39369291	2014
1225007206	GRAND RAPIDS	MI	49546	221	66.862882952	2014
1225008279	MCPHERSON	KS	674602326	154	51.067121212000004	2014
1225009012	ROANOKE	VA	240141838	66	81.669848485	2014
1225011315	KENOSHA	WI	531435082	15	54.98	2014
1225012271	PALESTINE	TX	758014389	16	55.76	2014
1225013311	GUNTERSVILLE	AL	359767140	252	47.853586132000004	2014
1225015225	ROCHESTER	MN	559050001	19	52.81	2014
1225015456	SWANSEA	IL	62206	26	80.037692308	2014
1225017460	MOUNT LAUREL	NJ	080541110	56	56.434821429	2014
1225017957	ROCK ISLAND	IL	612017039	349	81.20199463750001	2014
1225017965	ROCK ISLAND	IL	612015351	60	54.8195	2014
1225019243	KENOSHA	WI	531427845	95	69.95789525666666	2014
1225021314	CHICO	CA	95926	25	58.68	2014
1225023021	BRUNSWICK	GA	315204387	115	259.84695652	2014
1225023732	LEXINGTON	KY	405031471	64	53.67	2014
1225024656	HYANNIS	MA	026013845	472	55.189528933666665	2014
1225030919	LAS VEGAS	NV	891484860	19	86.051578947	2014
1225031149	ERIE	PA	165071427	38	53.855526316	2014
1225032048	VAN NUYS	CA	914053796	61	60.813548387	2014
1225033830	LA CROSSE	WI	546015429	155	52.9727096035	2014
1225035322	HARTFORD	CT	061065501	316	54.627373418	2014
1225039175	CLEARFIELD	PA	168301232	22	62.49	2014
1225040397	FREEHOLD	NJ	077282537	19	60.66	2014
1225041718	AUBURN	AL	36830	203	75.62215984	2014
1225046352	SAN DIEGO	CA	921231810	13	58.68	2014
1225049968	GLENDALE	CA	912064163	545	75.53979006425	2014
1225051964	MONTEREY	CA	939405745	45	86.51662815099999	2014
1225052749	GLENDALE	CA	912064007	25	61.24	2014
1225053614	FLOWOOD	MS	392329303	12	53.3	2014
1225053903	VENTURA	CA	930033033	183	61.48091503249999	2014
1225057300	BERLIN	VT	056029516	55	56.091090909	2014
1225060692	DURHAM	NC	277042150	78	63.91880072466667	2014
1225063845	OVERLAND PARK	KS	662231111	118	48.700376254	2014
1225064736	NACOGDOCHES	TX	759651265	75	248.3548	2014
1225065014	KALISPELL	MT	599013164	61	56.488360656	2014
1225067135	CALHOUN	GA	307016008	18	54.62	2014
1225068141	TORRINGTON	CT	067903097	35	56.721428571	2014
1225068281	BAYONNE	NJ	070024608	303	82.34026072333333	2014
1225069065	MONROE	LA	712018548	530	52.7687179485	2014
1225074628	TYLER	TX	757018397	29	53.424137931	2014
1225075088	ANDERSON	SC	29621	416	67.87703065233333	2014
1225080658	GLASGOW	KY	421411300	92	58.3466197185	2014
1225080740	WILLIMANTIC	CT	062262093	30	60.9	2014
1225082076	KIRKLAND	WA	980347208	20	54.2265	2014
1225082084	SAN DIEGO	CA	921231810	18	58.68	2014
1225084866	CHARLESTON	SC	29403	18	50.126666667	2014
1225086903	WARNER ROBINS	GA	310938536	242	76.5661936935	2014
1225087166	CARTERSVILLE	GA	301202129	165	52.150924916	2014
1225088198	ATLANTA	GA	303091476	196	80.9989008445	2014
1225089089	PORT ANGELES	WA	98362	18	56.48	2014
1225089402	DURHAM	NC	277136287	81	75.382457555	2014
1225089444	ORLANDO	FL	328198050	61	84.642459016	2014
1225091721	EL PASO	TX	799023511	83	264.655625	2014
1225095425	MIDDLETOWN	CT	064574777	200	74.2770555555	2014
1225095672	CEDAR KNOLLS	NJ	079271902	40	62.54	2014
1225097397	LEBANON	NH	037561000	71	53.020422535	2014
1225098163	BIRMINGHAM	AL	352052412	292	55.6726569885	2014
1225099203	HUTCHINSON	KS	675021131	108	44.153518519	2014
1225100712	VERNON HILLS	IL	600611700	115	69.47068181833333	2014
1225114051	AUGUSTA	GA	309079251	34	51.781764706	2014
1225121809	NORTH LITTLE ROCK	AR	721185312	135	58.04162963	2014
1225123227	FRESNO	CA	93720	186	311.607085375	2014
1225123367	WESTON	FL	333313609	84	81.7375757575	2014
1225134679	WINSTON-SALEM	NC	27157	163	51.847730061	2014
1225140510	STONEHAM	MA	02180	307	302.560975795	2014
1225144520	ALTOONA	PA	166022415	322	53.364628349	2014
1225149883	ROCHESTER	MN	559050001	31	50.170322581	2014
1225170327	WHITE PLAINS	NY	10604	59	99.253220339	2014
1225171648	SPRINGFIELD	MO	658041311	576	50.8652179675	2014
1225172620	BOTHELL	WA	980214418	28	60.29	2014
1225187586	PHILADELPHIA	PA	191405103	17	53.357058824	2014
1225217920	STOCKBRIDGE	GA	30281	27	57.12	2014
1225219405	LAUREL	MS	394404225	34	50.164705882	2014
1225219678	SAN ANTONIO	TX	782165831	21	54.73	2014
1225228547	HOUMA	LA	703604704	898	247.74332534	2014
1225239148	GOLDEN	CO	804019541	26	58.26	2014
1225243637	FAIRFAX	VA	220314420	40	70.789	2014
1225243892	INDIANAPOLIS	IN	462025135	27	51.226666667	2014
1225245707	WINSTON SALEM	NC	271036984	20	52.1535	2014
1225249907	IOWA CITY	IA	522421009	111	51.68990991	2014
1225250335	BIRMINGHAM	AL	352496810	71	41.239014085	2014
1225262561	PETOSKEY	MI	497708685	15	81.52	2014
1225263775	LAS VEGAS	NV	891288395	147	313.74	2014
1225266398	QUAKERTOWN	PA	189511084	14	55.45	2014
1225275688	ORANGE	CA	928683852	444	312.29818883999997	2014
1225276793	CHARLOTTESVILLE	VA	229013234	15	83.634666667	2014
1225283211	EL PASO	TX	799034225	78	75.946153846	2014
1225286354	BOWIE	MD	20715	42	297.25952381	2014
1225290570	PITTSBURGH	PA	152241722	15	41.908666667	2014
1225298466	BELLINGHAM	WA	982269077	37	57	2014
1225304082	HENDERSONVILLE	NC	287925272	12	60.39	2014
1225310394	DALLAS	TX	752433714	38	78.209473684	2014
1225311624	SPOKANE	WA	992042302	38	69.75	2014
1225321508	CONYERS	GA	300123812	323	276.44750747	2014
1225359359	SCOTTSDALE	AZ	852623688	69	288.83782609	2014
1225378276	NEWNAN	GA	302652403	132	281.278333335	2014
1225387640	KNOXVILLE	TN	379092674	318	247.43672833	2014
1225398480	MARION	AR	723642327	105	251.26888387999998	2014
1225398563	HATTIESBURG	MS	394017246	31	49.67516129	2014
