state	county	ssa	year	penetration	eligibles	enrolled	avg_ffscost	bench_pay
South Dakota	Moody	43500	2008	8.56	1086	93	6016.90108561827	716.25
South Dakota	Pennington	43510	2008	11.31	16073	1818	6256.516215790312	716.25
South Dakota	Perkins	43520	2008	6.06	742	45	6747.312840971086	737.01
South Dakota	Potter	43530	2008	4.35	644	28	8383.452503471372	716.25
South Dakota	Roberts	43540	2008	6.34	1860	118	5936.01040759987	716.25
South Dakota	Sanborn	43550	2008	4.659999999999999	515	24	5996.205312907432	716.25
South Dakota	Shannon	43560	2008	1.54	974	15	7465.428409613819	716.25
South Dakota	Spink	43570	2008	2.9499999999999997	1528	45	7895.639356645639	732.73
South Dakota	Stanley	43580	2008	6.17	486	30	4978.128052144122	810.3199999999999
South Dakota	Sully	43590	2008	9.97	291	29	8380.52798198736	766.08
South Dakota	Todd	43600	2008	4.73	697	33	9097.50054945055	805.8
South Dakota	Tripp	43610	2008	6.45	1271	82	6060.248067338012	716.25
South Dakota	Turner	43620	2008	9.18	1655	152	6843.938865782004	716.25
South Dakota	Union	43630	2008	10.709999999999999	2316	248	6520.366021833358	716.25
South Dakota	Walworth	43640	2008	4.52	1371	62	6896.722616963791	716.25
South Dakota	Yankton	43670	2008	8.27	4028	333	5566.012488677112	716.25
South Dakota	Ziebach	43680	2008	NA	159	NA	7526.388888888889	764.93
South Dakota	Pending County Designation	NA	2008	NA	7	NA	NA	NA
South Dakota	Pending County Designation	NA	2008	NA	7	NA	NA	NA
South Dakota	Pending County Designation	NA	2008	NA	7	NA	NA	NA
South Dakota	Pending County Designation	NA	2008	NA	7	NA	NA	NA
South Dakota	Pending County Designation	NA	2008	NA	7	NA	NA	NA
South Dakota	Pending County Designation	NA	2008	NA	7	NA	NA	NA
South Dakota	Pending County Designation	NA	2008	NA	7	NA	NA	NA
Tennessee	Anderson	44000	2008	25.34	15069	3819	8155.947259881409	791.62
Tennessee	Bedford	44010	2008	13.370000000000001	6800	909	7705.083453311707	716.25
Tennessee	Benton	44020	2008	4.55	3976	181	7781.137634199402	735.97
Tennessee	Bledsoe	44030	2008	12.350000000000001	2137	264	8746.939258416263	901.56
Tennessee	Blount	44040	2008	30.22	22248	6724	7543.457181176185	791.62
Tennessee	Bradley	44050	2008	20.36	17000	3462	7963.466488893367	734.14
Tennessee	Campbell	44060	2008	26.12	9362	2445	9330.263228199066	716.25
Tennessee	Cannon	44070	2008	23.47	2514	590	9025.853573550197	1000.53
Tennessee	Carroll	44080	2008	6.88	6441	443	8600.47097256463	716.25
Tennessee	Carter	44090	2008	26.1	12087	3155	8220.087070125326	791.62
Tennessee	Cheatham	44100	2008	29.05	5222	1517	9137.273914449024	791.62
Tennessee	Chester	44110	2008	5.2700000000000005	2960	156	8192.356478578893	716.25
Tennessee	Claiborne	44120	2008	25.86	7150	1849	9711.688345446832	716.25
Tennessee	Clay	44130	2008	5.74	1621	93	9609.479257465146	843.38
Tennessee	Cocke	44140	2008	25.479999999999997	7656	1951	7389.452902164958	716.25
Tennessee	Coffee	44150	2008	12.2	10090	1231	8542.045867150115	716.25
Tennessee	Crockett	44160	2008	3.34	2904	97	8290.137855152374	716.25
Tennessee	Cumberland	44170	2008	8.38	15878	1330	6955.200086739476	716.25
Tennessee	Davidson	44180	2008	30.43	76097	23156	8442.662865334018	791.62
Tennessee	Decatur	44190	2008	7.99	2977	238	9326.722592893413	926.56
Tennessee	DeKalb	44200	2008	31.77	3507	1114	9121.776569008813	845.47
Tennessee	Dickson	44210	2008	22.62	7570	1712	9232.693004690293	791.62
Tennessee	Dyer	44220	2008	3.01	7018	211	9315.512082478863	716.25
Tennessee	Fayette	44230	2008	15.41	6172	951	8501.87981610852	791.62
Tennessee	Fentress	44240	2008	6.24	4055	253	9985.454757245123	915.8599999999999
Tennessee	Franklin	44250	2008	8.709999999999999	8323	725	8817.166558551286	762.41
Tennessee	Gibson	44260	2008	4.05	10210	413	8232.808785081112	716.25
Tennessee	Giles	44270	2008	6.84	5745	393	8742.459160423314	778.98
Tennessee	Grainger	44280	2008	34.14	4564	1558	8189.501149075368	716.25
Tennessee	Greene	44290	2008	21.919999999999998	14920	3270	7921.950357815799	716.25
Tennessee	Grundy	44300	2008	11.11	2908	323	9152.447029415442	798.06
Tennessee	Hamblen	44310	2008	22.52	11944	2690	8844.573801592001	716.25
Tennessee	Hamilton	44320	2008	19.56	55436	10841	8181.827487639666	791.62
Tennessee	Hancock	44330	2008	21.330000000000002	1191	254	13336.973874900308	770.02
Tennessee	Hardeman	44340	2008	3.48	4972	173	8804.21746985066	716.25
Tennessee	Hardin	44350	2008	7.159999999999999	5925	424	7860.156321102433	716.25
Tennessee	Hawkins	44360	2008	41.48	12206	5063	8414.819233949906	791.62
Tennessee	Haywood	44370	2008	3.18	3212	102	9824.301615418146	716.25
Tennessee	Henderson	44380	2008	2.3299999999999996	4764	111	9121.5570153056	716.25
Tennessee	Henry	44390	2008	5.67	7472	424	7370.739925275357	716.25
Tennessee	Hickman	44400	2008	22.459999999999997	4140	930	8805.317921661564	791.62
Tennessee	Houston	44410	2008	9.42	1581	149	8353.556161771066	793.1
Tennessee	Humphreys	44420	2008	7.9	3748	296	8171.27899662067	716.25
Tennessee	Jackson	44430	2008	8.46	2460	208	8102.4080991489445	805.57
Tennessee	Jefferson	44440	2008	24.8	10038	2489	7916.510933760994	716.25
Tennessee	Johnson	44450	2008	19.38	4118	798	8048.769789744214	716.25
Tennessee	Knox	44460	2008	30.89	65195	20139	7762.2097303777155	791.62
Tennessee	Lake	44470	2008	4.91	1243	61	10695.547764564202	780.8
Tennessee	Lauderdale	44480	2008	10.55	4387	463	9703.589934819734	722.61
Tennessee	Lawrence	44490	2008	6.75	8411	568	8785.545338652353	750.03
Tennessee	Lewis	44500	2008	9.229999999999999	2199	203	9570.852841236221	887.21
Tennessee	Lincoln	44510	2008	9.96	6436	641	7422.206750395826	716.25
Tennessee	Loudon	44520	2008	32.690000000000005	11005	3597	7237.515214696237	791.62
Tennessee	McMinn	44530	2008	14.81	10451	1548	7810.721603945945	716.25
Tennessee	McNairy	44540	2008	4.24	5798	246	8012.879273649822	716.25
Tennessee	Macon	44550	2008	18.62	4028	750	9740.07932109264	793.5
Tennessee	Madison	44560	2008	6.8	15286	1039	8338.853336052762	716.25
Tennessee	Marion	44570	2008	17.779999999999998	5426	965	9725.56039328751	935.3499999999999
Tennessee	Marshall	44580	2008	13.5	4786	646	8074.745537466844	804.4599999999999
Tennessee	Maury	44590	2008	13.01	12407	1614	8069.505862691076	794.91
Tennessee	Meigs	44600	2008	17.07	2291	391	6736.43326801532	716.25
Tennessee	Monroe	44610	2008	26.259999999999998	8883	2333	7940.8870019204915	716.25
Tennessee	Montgomery	44620	2008	12.239999999999998	16230	1987	8017.8275034026265	716.25
Tennessee	Moore	44630	2008	6.22	1045	65	7294.15172789958	753.73
Tennessee	Morgan	44640	2008	31.310000000000002	4229	1324	7985.9337396930605	739.1800000000001
Tennessee	Obion	44650	2008	4.6899999999999995	6486	304	8377.779100667562	735.65
Tennessee	Overton	44660	2008	6.39	4633	296	7556.966800761189	787.99
Tennessee	Perry	44670	2008	10.05	1711	172	8820.549450264687	832.08
Tennessee	Pickett	44680	2008	4.83	1283	62	10083.147782107682	894.2900000000001
Tennessee	Polk	44690	2008	9.89	3497	346	7914.845439357109	825.9599999999999
Tennessee	Putnam	44700	2008	8.4	12862	1080	7365.682530891031	716.25
Tennessee	Rhea	44710	2008	9.83	5913	581	7901.835126974076	716.25
Tennessee	Roane	44720	2008	26.979999999999997	11943	3222	8270.942036478908	716.25
Tennessee	Robertson	44730	2008	25.38	9245	2346	9259.828125573542	791.62
Tennessee	Rutherford	44740	2008	23.67	24453	5788	8548.868529539091	791.62
Tennessee	Scott	44750	2008	9.26	4287	397	11670.382713836869	748.41
Tennessee	Sequatchie	44760	2008	14.82	2767	410	9008.1201180449425	791.62
Tennessee	Sevier	44770	2008	31.830000000000002	15877	5054	6860.2450734881095	791.62
Tennessee	Shelby	44780	2008	15.46	112554	17404	8347.999093682121	791.62
Tennessee	Smith	44790	2008	16.77	3149	528	10676.77213627191	791.62
Tennessee	Stewart	44800	2008	10.51	2654	279	8651.65483176927	739.72
Tennessee	Sullivan	44810	2008	44.68	35101	15684	7265.054185025396	791.62
Tennessee	Sumner	44820	2008	31.21	22218	6935	8765.408738355618	791.62
Tennessee	Tipton	44830	2008	12.950000000000001	7947	1029	8509.916687811998	791.62
Tennessee	Trousdale	44840	2008	23.58	1357	320	11265.50313479624	882.73
Tennessee	Unicoi	44850	2008	22.479999999999997	4431	996	9071.941842116366	791.62
Tennessee	Union	44860	2008	38.99	3475	1355	8549.618047298412	791.62
Tennessee	Van Buren	44870	2008	6.51	1137	74	8732.665740513228	743.37
Tennessee	Warren	44880	2008	15.5	7497	1162	9175.70631775997	892.48
Tennessee	Washington	44890	2008	27.08	22223	6019	7847.337032670803	791.62
Tennessee	Wayne	44900	2008	6.07	3229	196	8570.239738093307	719.6800000000001
Tennessee	Weakley	44910	2008	3.52	6213	219	9319.749570992986	748.3599999999999
Tennessee	White	44920	2008	9.860000000000001	5363	529	7858.6001624582705	737.99
Tennessee	Williamson	44930	2008	25.39	17814	4523	7693.790416157378	791.62
Tennessee	Wilson	44940	2008	26.88	15208	4088	8762.38102575313	862.93
Tennessee	Pending County Designation	NA	2008	NA	18	NA	NA	NA
Tennessee	Pending County Designation	NA	2008	NA	18	NA	NA	NA
Tennessee	Pending County Designation	NA	2008	NA	18	NA	NA	NA
Tennessee	Pending County Designation	NA	2008	NA	18	NA	NA	NA
Tennessee	Pending County Designation	NA	2008	NA	18	NA	NA	NA
Tennessee	Pending County Designation	NA	2008	NA	18	NA	NA	NA
Tennessee	Pending County Designation	NA	2008	NA	18	NA	NA	NA
Texas	Anderson	45000	2008	10.26	8335	855	8839.707680518553	946.02
Texas	Andrews	45010	2008	7.67	1904	146	8873.42044061943	822.2900000000001
Texas	Angelina	45020	2008	9.97	14023	1398	9518.470030098739	850.6
Texas	Aransas	45030	2008	23.330000000000002	5607	1308	8771.689447664976	896.09
Texas	Archer	45040	2008	2.15	1534	33	9281.284001025617	760.14
Texas	Armstrong	45050	2008	3.4899999999999998	401	14	8710.728247532676	716.25
Texas	Atascosa	45060	2008	22.2	6172	1370	9284.38016161239	935.89
Texas	Austin	45070	2008	7.09	4529	321	7446.080109212338	791.62
Texas	Bailey	45080	2008	3.18	1069	34	8454.660655706439	768.26
Texas	Bandera	45090	2008	7.2700000000000005	3905	284	7676.189556098427	791.62
Texas	Bastrop	45100	2008	7.95	9210	732	8980.124758959195	855.56
Texas	Baylor	45110	2008	1.76	1025	18	9322.690870702221	787.53
Texas	Bee	45113	2008	13.26	3845	510	9739.580910697077	897.2900000000001
Texas	Bell	45120	2008	28.479999999999997	29842	8498	10303.469236419674	938.58
Texas	Bexar	45130	2008	31.17	200006	62338	8980.693312078107	924.74
Texas	Blanco	45140	2008	4.46	1792	80	8044.317923012755	731.26
Texas	Borden	45150	2008	NA	106	NA	10124.136178861789	848.6700000000001
Texas	Bosque	45160	2008	23.279999999999998	3905	909	8986.100567539219	814.3499999999999
Texas	Bowie	45170	2008	9.65	15661	1512	9487.845741678175	868.02
Texas	Brazoria	45180	2008	14	31596	4422	9287.908530161843	917.4599999999999
Texas	Brazos	45190	2008	8.25	14671	1211	8123.046302249919	772.39
Texas	Brewster	45200	2008	4.31	1531	66	6664.985335718198	732.3399999999999
Texas	Briscoe	45201	2008	2.75	400	11	7785.767276174996	806.4599999999999
Texas	Brooks	45210	2008	16.66	1459	243	11443.56881269289	1034.03
Texas	Brown	45220	2008	6.49	7486	486	8618.845388992573	813.87
Texas	Burleson	45221	2008	15.07	3291	496	9372.16163462426	863.1800000000001
Texas	Burnet	45222	2008	9.709999999999999	8504	826	8270.764925006197	734.8
Texas	Caldwell	45223	2008	6.81	5079	346	8827.785738896231	816.59
Texas	Calhoun	45224	2008	4.33	3421	148	8892.885647438605	876.01
Texas	Callahan	45230	2008	8.25	2691	222	7463.992856514062	739.04
Texas	Cameron	45240	2008	14.860000000000001	44435	6601	11360.92190992399	791.62
Texas	Camp	45250	2008	12.34	2334	288	9394.28659742593	919.3199999999999
Texas	Carson	45251	2008	4.470000000000001	1119	50	8575.385243121225	916.7900000000001
Texas	Cass	45260	2008	9.7	6641	644	9267.431544589954	915.3599999999999
Texas	Castro	45270	2008	1.54	1102	17	9030.446905530995	810.59
Texas	Chambers	45280	2008	12.51	3693	462	11555.848203284131	1243.12
Texas	Cherokee	45281	2008	7.91	8233	651	9907.054907546802	896.14
Texas	Childress	45290	2008	5.22	1207	63	7659.083021379991	797.2800000000001
Texas	Clay	45291	2008	3.62	2073	75	9088.79853850674	740.4499999999999
Texas	Cochran	45292	2008	5.96	570	34	11150.714315096668	875.8499999999999
Texas	Coke	45300	2008	5.05	831	42	7546.368394340738	746.26
Texas	Coleman	45301	2008	8.04	2225	179	7766.197801495939	977.1800000000001
Texas	Collin	45310	2008	15.08	57143	8620	9106.822311232518	1000.99
Texas	Collingsworth	45311	2008	3.71	620	23	11340.056851460624	948.56
Texas	Colorado	45312	2008	3.38	4264	144	9564.648027041058	788.75
Texas	Comal	45320	2008	17.86	17866	3190	8016.016977476244	791.62
Texas	Comanche	45321	2008	5.04	3036	153	8305.167256153549	806.2900000000001
Texas	Concho	45330	2008	3.82	550	21	8769.372757625488	1019.37
Texas	Cooke	45340	2008	6.5	6429	418	9972.357510231202	772.9499999999999
Texas	Coryell	45341	2008	19.67	6466	1272	8965.219268397097	924.47
Texas	Cottle	45350	2008	NA	438	NA	7975.658675046514	743.47
Texas	Crane	45360	2008	8.88	529	47	10418.596413881747	1041.92
Texas	Crockett	45361	2008	6.6899999999999995	568	38	7611.58217904899	716.25
Texas	Crosby	45362	2008	7.109999999999999	1154	82	11365.43345793037	907.76
Texas	Culberson	45370	2008	2.8499999999999996	421	12	10276.342600646816	1106.94
Texas	Dallam	45380	2008	4.94	891	44	9190.805111410345	827.87
Texas	Dallas	45390	2008	18.49	230787	42671	10108.799909572072	998.6700000000001
Texas	Dawson	45391	2008	4.1499999999999995	2216	92	9994.275889230375	924.16
Texas	Deaf Smith	45392	2008	8.27	2503	207	7626.181386201813	818.3
Texas	Delta	45400	2008	4.58	1156	53	9063.898864116652	891.66
Texas	Denton	45410	2008	14.57	45655	6652	9504.68826744788	949.3599999999999
Texas	DeWitt	45420	2008	1.95	3896	76	9240.361306823575	839.23
Texas	Dickens	45421	2008	6.1	525	32	10802.936204605958	977.9399999999999
Texas	Dimmit	45430	2008	12.42	1530	190	9821.892519338908	886.54
Texas	Donley	45431	2008	1.91	839	16	8853.460711006166	771.65
Texas	Duval	45440	2008	15.12	2163	327	13258.679717025207	991.74
Texas	Eastland	45450	2008	7.99	4055	324	8990.964666843847	902.06
Texas	Ector	45451	2008	7.26	16508	1199	9381.600366036206	860.47
Texas	Edwards	45460	2008	2.7600000000000002	434	12	8148.212503208831	740.57
Texas	Ellis	45470	2008	9.09	16543	1504	9082.243075448265	872.8399999999999
Texas	El Paso	45480	2008	27.19	92316	25099	7753.640913712927	791.62
Texas	Erath	45490	2008	7.119999999999999	4956	353	7455.237862270267	776.98
Texas	Falls	45500	2008	19.8	3040	602	11478.9861000821	788.53
Texas	Fannin	45510	2008	5.26	6315	332	9809.41527981556	788.54
Texas	Fayette	45511	2008	3.73	5363	200	8177.818647148297	780.3
Texas	Fisher	45520	2008	5.25	934	49	8619.543273983363	783.71
Texas	Floyd	45521	2008	5.89	1240	73	8920.823320158102	808.8199999999999
Texas	Foard	45522	2008	NA	340	NA	7909.207984857822	744.3399999999999
Texas	Fort Bend	45530	2008	18.110000000000003	39863	7221	9253.366646889233	928.88
Texas	Franklin	45531	2008	8.639999999999999	2118	183	9677.064517402141	917.63
Texas	Freestone	45540	2008	5.75	3255	187	8092.384624285818	748.8299999999999
Texas	Frio	45541	2008	14.5	2103	305	8663.475809760783	1030.53
Texas	Gaines	45542	2008	1.97	1679	33	9220.780548839099	818.13
Texas	Galveston	45550	2008	13.03	36608	4770	10170.214355430631	1007.91
Texas	Garza	45551	2008	9.8	786	77	10817.82682795699	953.88
Texas	Gillespie	45552	2008	3.8299999999999996	6317	242	6550.730134640295	716.25
Texas	Glasscock	45560	2008	8.92	157	14	7918.5963210026275	1175.02
Texas	Goliad	45561	2008	3.82	1309	50	8812.30791910792	830.9399999999999
Texas	Gonzales	45562	2008	3.9299999999999997	3410	134	8654.058492683333	766.7800000000001
Texas	Gray	45563	2008	3.42	4095	140	9591.535875970458	937.54
Texas	Grayson	45564	2008	5	21177	1059	9754.861578790671	791.66
Texas	Gregg	45570	2008	12.57	19774	2485	8996.696271174189	793.24
Texas	Grimes	45580	2008	9.51	3817	363	9577.542056577695	828.8299999999999
Texas	Guadalupe	45581	2008	17.57	15851	2785	8512.076479922918	849.51
Texas	Hale	45582	2008	4.83	5049	244	8300.748214856603	798.59
Texas	Hall	45583	2008	4.1899999999999995	787	33	8766.61689804313	843.58
Texas	Hamilton	45590	2008	22.939999999999998	2049	470	10476.068536070674	891.07
Texas	Hansford	45591	2008	3.7	864	32	8670.172361957995	980.02
Texas	Hardeman	45592	2008	2.32	904	21	11421.850897218479	716.25
Texas	Hardin	45600	2008	19.35	8376	1621	9694.350765583182	1010.06
Texas	Harris	45610	2008	24.95	351764	87765	10121.57571158472	1064.1899999999998
Texas	Harrison	45620	2008	12.2	9913	1209	9369.247103937745	796.89
Texas	Hartley	45621	2008	4.74	548	26	12229.874778761063	829.62
Texas	Haskell	45630	2008	4.53	1368	62	8993.822801040664	896.57
Texas	Hays	45631	2008	8.129999999999999	13795	1122	8178.838534852267	791.62
Texas	Hemphill	45632	2008	3.15	476	15	7225.761057173679	1098.02
Texas	Henderson	45640	2008	10.239999999999998	16305	1669	9776.592330584386	827.58
Texas	Hidalgo	45650	2008	9.1	70750	6437	13690.283743999127	791.62
Texas	Hill	45651	2008	8.209999999999999	6928	569	8315.76240176877	760.42
Texas	Hockley	45652	2008	7.39	3355	248	9347.832704114266	971.4499999999999
Texas	Hood	45653	2008	12.7	10844	1377	7510.170113745669	886.47
Texas	Hopkins	45654	2008	3.88	6027	234	9065.305825224406	862.9499999999999
Texas	Houston	45660	2008	6.59	4615	304	8081.918664771909	769.04
Texas	Howard	45661	2008	7.25	5186	376	7958.010284178339	840.12
Texas	Hudspeth	45662	2008	11.18	456	51	4916.304111842106	830.23
Texas	Hunt	45670	2008	7.63	13671	1043	10741.870498647793	952.43
Texas	Hutchinson	45671	2008	4.72	3838	181	9372.059185055565	814.08
Texas	Irion	45672	2008	4.5	311	14	6311.988373860182	716.25
Texas	Jack	45680	2008	7.34	1430	105	10601.217295678918	989.9499999999999
Texas	Jackson	45681	2008	5.159999999999999	2440	126	9726.820739449844	910.09
Texas	Jasper	45690	2008	9.03	6719	607	9711.215889971843	909.37
Texas	Jeff Davis	45691	2008	5.1499999999999995	485	25	5384.964129453909	716.25
Texas	Jefferson	45700	2008	19.24	37895	7290	9919.477890514572	970.48
Texas	Jim Hogg	45710	2008	10.82	850	92	12460.18533504288	852.87
Texas	Jim Wells	45711	2008	21.09	6307	1330	12177.49382154816	1014.22
Texas	Johnson	45720	2008	28.34	19851	5625	9981.625884613015	1007.13
Texas	Jones	45721	2008	9.43	2981	281	8676.64277367443	900.59
Texas	Karnes	45722	2008	3.22	2455	79	8950.38925710494	808.6
Texas	Kaufman	45730	2008	14.7	12807	1882	9869.120191330312	938.22
Texas	Kendall	45731	2008	12.38	5533	685	7409.712324018336	791.62
Texas	Kenedy	45732	2008	28.57	49	14	10641.26051051051	1193
Texas	Kent	45733	2008	NA	180	NA	7877.150584795322	837.31
Texas	Kerr	45734	2008	2.4299999999999997	12700	308	6979.355104271013	721.66
Texas	Kimble	45740	2008	2.96	1048	31	7033.109576266246	716.25
Texas	King	45741	2008	NA	23	NA	7006.044444444444	902.4599999999999
Texas	Kinney	45742	2008	15.77	837	132	6903.369448275305	902.65
Texas	Kleberg	45743	2008	12.52	4144	519	9662.01365790815	953.92
Texas	Knox	45744	2008	4.83	870	42	9235.614638103909	921.41
Texas	Lamar	45750	2008	2.3299999999999996	9470	221	10026.106895337045	844.41
Texas	Lamb	45751	2008	4.46	2536	113	8660.586057512246	882.7700000000001
Texas	Lampasas	45752	2008	18.21	3525	642	9738.536275016104	889.55
Texas	La Salle	45753	2008	18.959999999999997	902	171	9318.473734680207	1143.79
Texas	Lavaca	45754	2008	3.02	4463	135	8848.987678189813	794.47
Texas	Lee	45755	2008	10.59	2683	284	9360.845651226504	827.3
Texas	Leon	45756	2008	9.32	4292	400	8005.855560006508	850.73
Texas	Liberty	45757	2008	19.37	9902	1918	11613.724705878583	1056.85
Texas	Limestone	45758	2008	8.47	4380	371	9229.739020795809	781.37
Texas	Lipscomb	45759	2008	NA	546	NA	6914.751339898372	885.92
Texas	Live Oak	45760	2008	12.77	1676	214	8446.587398296262	799.52
Texas	Llano	45761	2008	9.88	5326	526	8017.709737271609	779.8399999999999
Texas	Loving	45762	2008	NA	11	NA	29742.28787878788	1095.1399999999999
Texas	Lubbock	45770	2008	9.83	34339	3375	10085.309128233775	898.62
Texas	Lynn	45771	2008	9.67	1076	104	10142.929213406998	948.53
Texas	McCulloch	45772	2008	3.8899999999999997	1800	70	8329.86399675332	786.49
Texas	McLennan	45780	2008	18.68	33253	6213	8298.137181997934	716.25
Texas	McMullen	45781	2008	NA	164	NA	6754.842268842269	797.2800000000001
Texas	Madison	45782	2008	8.29	2038	169	9506.192313628646	748.63
Texas	Marion	45783	2008	11.68	2414	282	9833.472149079498	788.9399999999999
Texas	Martin	45784	2008	4.26	657	28	9982.927986227598	968.76
Texas	Mason	45785	2008	1.1400000000000001	966	11	7309.582613137709	753.31
Texas	Matagorda	45790	2008	7.2	5681	409	10415.376469449184	887.87
Texas	Maverick	45791	2008	13.84	7386	1022	9874.322557035523	736.88
Texas	Medina	45792	2008	17.72	6393	1133	8950.60929906765	979.4599999999999
Texas	Menard	45793	2008	4.14	556	23	7753.768990679186	716.25
Texas	Midland	45794	2008	8.38	16197	1358	7786.550327899704	836.05
Texas	Milam	45795	2008	33.290000000000006	4668	1554	14610.068144405961	1022.3399999999999
Texas	Mills	45796	2008	24.87	1134	282	9652.751145177132	909.81
Texas	Mitchell	45797	2008	2.17	1381	30	8153.981376636361	772.52
Texas	Montague	45800	2008	6.3	4479	282	8845.110025593578	868.2800000000001
Texas	Montgomery	45801	2008	20.439999999999998	48210	9855	9861.122466554534	1013.1
Texas	Moore	45802	2008	4.31	2229	96	7979.330842316776	716.25
Texas	Morris	45803	2008	17.07	3110	531	8438.007665235235	925.59
Texas	Motley	45804	2008	NA	324	NA	8925.466070966071	883.49
Texas	Nacogdoches	45810	2008	6.31	8884	561	9378.587533930055	796.91
Texas	Navarro	45820	2008	6.2	8159	506	9255.62844169625	747.81
Texas	Newton	45821	2008	7.109999999999999	2235	159	10066.806992815986	915.21
Texas	Nolan	45822	2008	7.05	2906	205	8741.956073250942	814.53
Texas	Nueces	45830	2008	34.15	44950	15352	9757.3905348861	945.4399999999999
Texas	Ochiltree	45831	2008	2.66	1128	30	8874.61532243935	782.81
Texas	Oldham	45832	2008	4.94	344	17	7298.040576319192	774.19
Texas	Orange	45840	2008	17.36	14292	2481	10155.041886611187	1033.11
Texas	Palo Pinto	45841	2008	7.09	4838	343	9202.98691703938	815.22
Texas	Panola	45842	2008	7.42	4069	302	9918.479629742484	819.92
Texas	Parker	45843	2008	10.44	14881	1553	8997.61743395009	885.81
Texas	Parmer	45844	2008	1.48	1287	19	8051.6577921589915	906.91
Texas	Pecos	45845	2008	2.8099999999999996	1959	55	7913.9438428553585	798.1700000000001
Texas	Polk	45850	2008	11.27	16157	1821	8424.472485432118	840.71
Texas	Potter	45860	2008	8.57	15452	1324	8816.9205308485125	771.01
Texas	Presidio	45861	2008	6.1	1607	98	6208.237393336254	716.25
Texas	Rains	45870	2008	8.629999999999999	2167	187	8300.629287200372	992.31
Texas	Randall	45871	2008	7.91	15923	1259	8488.49919456595	891.02
Texas	Reagan	45872	2008	6.41	390	25	9637.37170272494	760.9399999999999
Texas	Real	45873	2008	2.8899999999999997	933	27	7111.49008101959	736.4499999999999
Texas	Red River	45874	2008	4.49	3071	138	11626.150097899439	952.09
Texas	Reeves	45875	2008	2.29	1919	44	8098.425053306767	821.8299999999999
Texas	Refugio	45876	2008	6.109999999999999	1571	96	10350.292994275369	857.64
Texas	Roberts	45877	2008	NA	140	NA	9432.334401709402	930.03
Texas	Robertson	45878	2008	10.56	2992	316	9646.160720891865	796.3599999999999
Texas	Rockwall	45879	2008	12.629999999999999	7411	936	9158.702231181087	978.3599999999999
Texas	Runnels	45880	2008	5.1899999999999995	2293	119	8920.872315875615	716.25
Texas	Rusk	45881	2008	10.17	8007	814	10239.122825220857	845.58
Texas	Sabine	45882	2008	7.609999999999999	3142	239	9324.576094572883	834.51
Texas	San Augustine	45883	2008	8.99	2202	198	10514.85495242805	814.5
Texas	San Jacinto	45884	2008	19.759999999999998	4555	900	11062.061481402232	1029.45
Texas	San Patricio	45885	2008	32.99	10052	3316	9922.211347036562	961.47
Texas	San Saba	45886	2008	10.67	1190	127	7576.914394980398	834.64
Texas	Schleicher	45887	2008	6.42	483	31	14143.503149010197	773.59
Texas	Scurry	45888	2008	6.52	2715	177	8402.314293377984	793.91
Texas	Shackelford	45889	2008	8.229999999999999	632	52	8397.409941238027	891.73
Texas	Shelby	45890	2008	8.28	4761	394	10338.317239825064	847.4
Texas	Sherman	45891	2008	NA	338	NA	8386.124368183027	740.3199999999999
Texas	Smith	45892	2008	9.209999999999999	33544	3089	9531.914355955252	878.49
Texas	Somervell	45893	2008	11.2	1205	135	8727.857544930077	805.1700000000001
Texas	Starr	45900	2008	5.58	7293	407	14676.1500064914	774.76
Texas	Stephens	45901	2008	7.6899999999999995	1846	142	9119.08026064288	745.4
Texas	Sterling	45902	2008	10.34	203	21	7699.675862068965	716.25
Texas	Stonewall	45903	2008	NA	345	NA	10308.126570361954	1051.24
Texas	Sutton	45904	2008	2.03	590	12	8719.542463044912	716.25
Texas	Swisher	45905	2008	2.56	1562	40	8613.439260195355	848.98
Texas	Tarrant	45910	2008	27.110000000000003	172536	46768	9746.330977990587	916.5
Texas	Taylor	45911	2008	8.3	19860	1649	8126.751058942398	733.87
Texas	Terrell	45912	2008	NA	216	NA	6842.462884509117	716.25
Texas	Terry	45913	2008	6.33	2069	131	9782.488770881866	870.59
Texas	Throckmorton	45920	2008	5.42	406	22	10324.020854187522	1144.23
Texas	Titus	45921	2008	9.77	3901	381	10271.019876561795	946.04
Texas	Tom Green	45930	2008	6.55	17271	1131	8031.030846581727	716.25
Texas	Travis	45940	2008	11.209999999999999	80666	9046	8547.727920832247	791.62
Texas	Trinity	45941	2008	6.58	3691	243	10319.723186491223	851.63
Texas	Tyler	45942	2008	9.02	4281	386	9218.485849189692	885.26
Texas	Upshur	45943	2008	12.42	6817	847	9360.208818529878	868.03
Texas	Upton	45944	2008	8.629999999999999	568	49	10858.064534260204	954.71
Texas	Uvalde	45945	2008	7.4	4340	321	7591.314113455544	718.92
Texas	Val Verde	45946	2008	10.12	6633	671	6797.173654038232	716.25
Texas	Van Zandt	45947	2008	9.67	9912	958	9111.283894527125	871.98
Texas	Victoria	45948	2008	5.930000000000001	13223	784	9018.205225665723	828.7
Texas	Walker	45949	2008	8.55	7150	611	10004.586898535264	844.08
Texas	Waller	45950	2008	14.3	4202	601	9523.14048366469	921.3499999999999
Texas	Ward	45951	2008	5.1499999999999995	1807	93	8308.742238488036	821.21
Texas	Washington	45952	2008	4.470000000000001	6443	288	6848.375413115257	716.25
